b0x, b0y, b0vx, b0vy,b1x, b1y, b1vx, b1vy,b2x, b2y, b2vx, b2vy
0.34883612,4.487128,-0.27567223,-0.9601533,6.0217834,0.6124341,0.22924916,0.3369696,-3.2052507,1.5570899,0.503864,-0.100873634
0.34653753,4.4776816,-0.2759962,-0.96124315,6.0240083,0.6159619,0.22831492,0.33798918,-3.1997764,1.5566281,0.50511914,-0.10032556
0.34423652,4.468226,-0.27631894,-0.9623423,6.0262218,0.61949843,0.2273683,0.3389733,-3.1942925,1.5561718,0.5063832,-0.099734955
0.34193313,4.4587603,-0.27664024,-0.9634505,6.0284243,0.62304324,0.22640984,0.3399216,-3.1887994,1.5557213,0.5076553,-0.099101774
0.33962736,4.4492846,-0.27696,-0.9645673,6.030616,0.6265959,0.22544011,0.34083363,-3.1832964,1.5552772,0.5089348,-0.09842602
0.3373192,4.439799,-0.27727804,-0.9656924,6.032796,0.6301561,0.22445968,0.34170905,-3.177784,1.55484,0.5102209,-0.09770768
0.33500868,4.430303,-0.27759647,-0.96682847,6.0349646,0.63372344,0.22346957,0.3425521,-3.1722617,1.55441,0.51151454,-0.09694836
0.3326958,4.4207973,-0.27791908,-0.9679807,6.037122,0.6372978,0.22247106,0.34337056,-3.1667295,1.553988,0.51281816,-0.09615087
0.3303806,4.4112816,-0.27824572,-0.9691489,6.039267,0.6408789,0.22146454,0.34416434,-3.1611872,1.5535743,0.5141312,-0.09531524
0.32806292,4.4017553,-0.2785762,-0.970333,6.0414004,0.6444665,0.2204504,0.3449334,-3.1556346,1.5531694,0.515453,-0.09444155
0.32574278,4.3922186,-0.2789104,-0.97153294,6.043522,0.6480603,0.21942903,0.34567764,-3.1500719,1.5527736,0.51678294,-0.09352985
0.32342014,4.3826714,-0.27924818,-0.9727486,6.0456314,0.6516601,0.2184008,0.34639704,-3.1444988,1.5523875,0.51812047,-0.09258023
0.32109493,4.3731136,-0.27958935,-0.97397983,6.047729,0.6552655,0.21736611,0.34709153,-3.1389153,1.5520114,0.51946497,-0.09159276
0.31876713,4.363545,-0.2799338,-0.9752266,6.0498147,0.6588763,0.21632534,0.34776106,-3.1333213,1.5516456,0.52081585,-0.09056753
0.31643668,4.3539653,-0.28028136,-0.9764887,6.0518885,0.6624922,0.21527888,0.3484056,-3.1277165,1.5512908,0.5221725,-0.08950464
0.31410354,4.3443747,-0.28063184,-0.97776604,6.05395,0.666113,0.21422711,0.34902507,-3.122101,1.5509471,0.5235343,-0.08840419
0.3117677,4.334773,-0.28098512,-0.9790585,6.0559993,0.6697384,0.21317042,0.34961948,-3.1164749,1.5506151,0.5249007,-0.08726631
0.30942908,4.32516,-0.28134102,-0.980366,6.0580363,0.6733681,0.2121092,0.35018876,-3.110838,1.5502951,0.526271,-0.0860911
0.3070877,4.3155355,-0.28169936,-0.9816884,6.0600615,0.6770018,0.2110438,0.3507329,-3.1051903,1.5499877,0.52764463,-0.0848787
0.30474347,4.3058996,-0.28206,-0.9830255,6.062074,0.68063927,0.20997465,0.35125187,-3.0995317,1.5496931,0.52902097,-0.083629236
0.3023964,4.296252,-0.28242275,-0.9843772,6.0640745,0.6842802,0.20890209,0.35174567,-3.093862,1.5494119,0.53039944,-0.082342856
0.3000464,4.2865925,-0.28278747,-0.9857434,6.066063,0.6879244,0.20782652,0.35221425,-3.0881815,1.5491443,0.5317794,-0.081019714
0.2976935,4.2769213,-0.28315413,-0.98712367,6.068039,0.6915714,0.20674883,0.35265753,-3.08249,1.5488907,0.53316003,-0.07965995
0.29533744,4.2672377,-0.28352293,-0.9885173,6.0700026,0.695221,0.20567076,0.35307518,-3.0767875,1.5486515,0.5345399,-0.07826374
0.29297823,4.257542,-0.2838937,-0.989924,6.0719543,0.6988728,0.20459267,0.35346723,-3.0710738,1.548427,0.53591835,-0.07683128
0.29061586,4.247834,-0.28426623,-0.99134374,6.073894,0.70252657,0.20351496,0.35383368,-3.065349,1.5482175,0.53729486,-0.07536279
0.28825027,4.238114,-0.28464034,-0.9927763,6.0758214,0.706182,0.20243801,0.35417455,-3.0596135,1.5480236,0.53866875,-0.07385849
0.28588143,4.228381,-0.28501585,-0.99422145,6.077737,0.70983887,0.20136216,0.35448992,-3.0538669,1.5478455,0.5400394,-0.072318606
0.2835093,4.2186356,-0.28539255,-0.9956791,6.0796404,0.71349686,0.2002878,0.35477978,-3.0481093,1.5476837,0.5414063,-0.07074337
0.2811339,4.2088776,-0.28577027,-0.997149,6.081532,0.7171557,0.1992153,0.3550442,-3.0423408,1.5475385,0.54276866,-0.06913303
0.2787545,4.199107,-0.28614512,-0.9986261,6.083411,0.72081506,0.19814293,0.3552845,-3.0365624,1.54741,0.5441243,-0.06749396
