b0x, b0y, b0vx, b0vy,b1x, b1y, b1vx, b1vy,b2x, b2y, b2vx, b2vy
4.363985,-3.726848,0.259851,-0.128070,-2.102917,-3.319758,-0.262432,-0.429151,-3.460036,-1.486796,0.063102,0.005813
4.366576,-3.728128,0.259091,-0.127958,-2.105558,-3.324021,-0.264093,-0.426301,-3.459380,-1.486768,0.065514,0.002850
4.369160,-3.729406,0.258332,-0.127846,-2.108215,-3.328256,-0.265746,-0.423449,-3.458701,-1.486769,0.067916,-0.000114
4.371736,-3.730684,0.257574,-0.127734,-2.110889,-3.332462,-0.267391,-0.420595,-3.457998,-1.486800,0.070310,-0.003079
4.374304,-3.731960,0.256817,-0.127623,-2.113579,-3.336639,-0.269028,-0.417740,-3.457271,-1.486860,0.072694,-0.006046
4.376864,-3.733235,0.256060,-0.127511,-2.116286,-3.340788,-0.270656,-0.414882,-3.456520,-1.486951,0.075070,-0.009015
4.379417,-3.734509,0.255305,-0.127401,-2.119009,-3.344908,-0.272277,-0.412022,-3.455746,-1.487070,0.077436,-0.011985
4.381963,-3.735782,0.254550,-0.127290,-2.121747,-3.348999,-0.273890,-0.409161,-3.454948,-1.487220,0.079794,-0.014958
4.384501,-3.737054,0.253796,-0.127180,-2.124502,-3.353062,-0.275495,-0.406297,-3.454127,-1.487399,0.082144,-0.017932
4.387031,-3.738325,0.253043,-0.127070,-2.127273,-3.357096,-0.277092,-0.403430,-3.453282,-1.487608,0.084485,-0.020909
4.389554,-3.739594,0.252291,-0.126960,-2.130060,-3.361102,-0.278682,-0.400561,-3.452414,-1.487847,0.086818,-0.023888
4.392069,-3.740863,0.251540,-0.126851,-2.132863,-3.365079,-0.280264,-0.397690,-3.451522,-1.488116,0.089142,-0.026869
4.394577,-3.742130,0.250790,-0.126742,-2.135681,-3.369027,-0.281839,-0.394816,-3.450608,-1.488414,0.091459,-0.029852
4.397078,-3.743397,0.250040,-0.126633,-2.138515,-3.372947,-0.283407,-0.391939,-3.449670,-1.488743,0.093767,-0.032838
4.399570,-3.744662,0.249291,-0.126524,-2.141365,-3.376837,-0.284968,-0.389059,-3.448709,-1.489101,0.096068,-0.035827
4.402056,-3.745926,0.248544,-0.126416,-2.144230,-3.380699,-0.286521,-0.386176,-3.447726,-1.489489,0.098360,-0.038819
4.404534,-3.747189,0.247797,-0.126308,-2.147111,-3.384531,-0.288068,-0.383290,-3.446719,-1.489907,0.100646,-0.041814
4.407004,-3.748451,0.247050,-0.126200,-2.150007,-3.388335,-0.289608,-0.380400,-3.445690,-1.490355,0.102923,-0.044811
4.409467,-3.749712,0.246305,-0.126093,-2.152918,-3.392111,-0.291142,-0.377507,-3.444638,-1.490834,0.105193,-0.047812
4.411923,-3.750972,0.245561,-0.125985,-2.155845,-3.395857,-0.292668,-0.374611,-3.443563,-1.491342,0.107456,-0.050816
4.414371,-3.752231,0.244817,-0.125878,-2.158787,-3.399574,-0.294189,-0.371711,-3.442466,-1.491880,0.109711,-0.053824
4.416812,-3.753488,0.244074,-0.125772,-2.161744,-3.403262,-0.295703,-0.368807,-3.441347,-1.492448,0.111959,-0.056835
4.419245,-3.754745,0.243332,-0.125665,-2.164716,-3.406921,-0.297210,-0.365900,-3.440205,-1.493047,0.114200,-0.059849
4.421671,-3.756001,0.242591,-0.125559,-2.167703,-3.410551,-0.298711,-0.362988,-3.439040,-1.493676,0.116434,-0.062868
4.424089,-3.757255,0.241850,-0.125453,-2.170705,-3.414152,-0.300206,-0.360072,-3.437854,-1.494335,0.118662,-0.065890
4.426500,-3.758508,0.241110,-0.125347,-2.173722,-3.417723,-0.301695,-0.357153,-3.436645,-1.495024,0.120882,-0.068916
4.428904,-3.759761,0.240372,-0.125241,-2.176754,-3.421265,-0.303179,-0.354228,-3.435414,-1.495743,0.123096,-0.071947
4.431300,-3.761012,0.239634,-0.125136,-2.179800,-3.424778,-0.304656,-0.351300,-3.434161,-1.496493,0.125303,-0.074981
4.433689,-3.762263,0.238896,-0.125031,-2.182862,-3.428262,-0.306127,-0.348367,-3.432886,-1.497273,0.127503,-0.078020
